"Starfsemi","ÍSAT2008"
"Sveitaheimili, dvöl barna","87900"
"Sveitarstjórnir","84110"
"Sveppaeyðir, framleiðsla","20200"
"Sveppir, ræktun","01139"
"Sveppir, söfnun","02300"
"Sverð, framleiðsla","25710"
"Sviðsleikarar, sjálfstætt starfandi","90010"
"Sviðsmenn","90020"
"Svifdrekar, framleiðsla","30300"
"Svifflugur, framleiðsla","30300"
"Svifnökkvar, smíði","30110"
"Svipur, framleiðsla","15120"
"Svitalyktareyðir, framleiðsla","20420"
"Svitalyktareyðir, heildsala","46450"
"Svitalyktareyðir, smásala","47750"
"Svín, eldi","01460"
"Svín, slátrun","10110"
"Svínarækt","01460"
"Svæðameðferð","86909"
"Sykur, framleiðsla","10810"
"Sykur, heildsala","46360"
"Sykurlíki, framleiðsla","10810"
"Sykurmaís, ræktun","01139"
"Sykurreyr, ræktun","01140"
"Sykurrófur, ræktun","01139"
"Sykursnautt fæði, framleiðsla","10860"
"Sykurvörur, framleiðsla","10820"
"Sykurvörur, heildsala","46360"
"Sykurvörur, smásala","47240"
"Sýklalyf, heildsala","46460"
"Sýndarveruleikahjálmar, framleiðsla","26200"
"Sýningarkassar, framleiðsla","31010"
"Sýningarskápar í verslanir, framleiðsla","31010"
"Sýningasalir, hönnun","73110"
"Sýningastjórar","90020"
"Sæðingar","01620"
"Sæðisbankar","86909"
"Sælgæti, framleiðsla","10820"
"Sælgæti, heildsala","46360"
"Sælgæti, smásala","47240"
"Sængur, framleiðsla","13920"
"Sængur, heildsala","46410"
"Sængur, smásala","47510"
"Sængurfatnaður, smásala","47510"
"Sængurlín, framleiðsla","13920"
"Sængurlín, heildsala","46410"
"Sængurlín, smásala","47510"
"Sætabrauð, geymsluþolið, framleiðsla","10720"
"Sætabrauð, smásala","47240"
"Söfn, önnur en bóka- og skjalasöfn","91020"
"Sögufélög","94999"
"Sögulegir staðir, rekstur","91030"
"Sögun timburs","16100"
"Söluturnar","47112"
"Taktmælar, framleiðsla","32200"
"Talíur, framleiðsla","28220"
"Talritar, framleiðsla","28230"
"Tankskip, smíði","30110"
"Tannburstar, framleiðsla","32910"
"Tannburstar, rafknúnir, framleiðsla","27510"
"Tannhjól, framleiðsla","28150"
"Tannkrem, framleiðsla","20420"
"Tannkrem, heildsala","46450"
"Tannlæknastólar, framleiðsla","32500"
"Tannlæknavörur, heildsala","46460"
"Tannlækningaáhöld, framleiðsla","32500"
"Tannlækningar","86230"
"Tannréttingar","86230"
"Tannsement, framleiðsla","32500"
"Tannsmíðar","32500"
"Tannsmíðastofur","32500"
"Tapíókamjöl, framleiðsla","10620"
"Tágavörur, framleiðsla","16290"
"Tágavörur, heildsala","46490"
"Tágavörur, smásala","47599"
"Te, framleiðsla","10830"
"Te, heildsala","46370"
"Te, ræktun","01270"
"Te, smásala","47290"
"Teiknimyndir, framleiðsla","59110"
"Tengivagnar fyrir landbúnað, framleiðsla","28300"
"Tengivagnar, framleiðsla","29200"
"Tengivagnar, heildsala og smásala","4519"
"Tengsl fyrir ökutæki, framleiðsla","29320"
"Tennisvellir, bygging","42990"
"Tennisvellir, útleiga","93110"
"Teppaflísar úr textílum, framleiðsla","13930"
"Teppahreinsun","96010"
"Teppalagning","43330"
"Teppalögn","43330"
"Teppaverslanir","47530"
"Teppi, framleiðsla","13920"
"Teppi, heildsala","46470"
"Terpentína, framleiðsla","19200"
"Tertur, framleiðsla","10710"
"Textílfrágangur","13300"
"Textílhráefni, umboðsverslun","46110"
"Textílprentun","18120"
"Textíltrefjar, forvinnsla","13100"
"Textíltrefjar, heildsala","46760"
"Textíltrefjar, spuni","13100"
"Textílvefnaður","13200"
"Textílvélar, framleiðsla","28940"
"Textílvörur, heildsala","46410"
"Textílvörur, smásala","47510"
"Textílvörur, umboðsverslun","46160"
"Tigulsteinar, framleiðsla","23320"
"Tilbúinn áburður, framleiðsla","20150"
"Tilbúinn áburður, umboðsverslun","46120"
"Tilbúnar trefjar, framleiðsla","20600"
"Tilbúnar trefjar, spuni","13100"
"Tilbúnar trefjar, vefnaður","13200"
"Tilraunaborun, jarðfræðirannsóknir","43130"
"Tilraunaborun, olíu og gasleit","09100"
"Timbur, heflun","16100"
"Timbur, heildsala","46730"
"Timbur, sögun","16100"
"Timbur, umboðsverslun","46130"
"Timbur, þurrkun","16100"
"Tin, framleiðsla","24430"
"Tin, nám","07290"
"Tíðatappar, framleiðsla","17220"
"Tíma-/dagsetningastimplar, framleiðsla","26520"
"Tímalásar, framleiðsla","26520"
"Tímamælar, framleiðsla","26520"
"Tímarit, dreifing","53200"
"Tímarit, heildsala","46490"
"Tímarit, prentun","18120"
"Tímarit, útgáfa","58140"
"Tímarofar, framleiðsla","26520"
"Tískuljósmyndun","74200"
"Tískuverslanir","47711"
"Tívolí","93210"
"Tjakkar, framleiðsla","28220"
"Tjaldstæði","55300"
"Tjaldvagnar, framleiðsla","29200"
"Tjaldvagnar, heild- og smásala","45191"
"Tjaldvagnar, leiga","77390"
"Tjónamat","66210"
"Tjónauppgjör","66210"
"Tjöld, framleiðsla","13920"
"Tjöld, heildsala","46490"
"Tjöld, smásala","47640"
"Tjörusandur, nám","06100"
"Togaraútgerð","03112"
"Togbátar, útgerð","03112"
"Tollstjórn","84110"
"Tollvörugeymslur","52100"
"Tollvörumiðlun","52290"
"Torfþökur, ræktun","01300"
"Torfæruhjól, heildsala og smásala","45400"
"Torfæruökutæki, framleiðsla","29100"
"Tóbak, óunnið, heildsala","46210"
"Tóbak, ræktun","01150"
"Tóbak, umboðsverslun","46179"
"Tóbaksvörur, framleiðsla","12000"
"Tóbaksvörur, heildsala","46350"
"Tóbaksvörur, smásala","47260"
"Tólgarbræðsla","10110"
"Tómatar, ræktun","01131"
"Tómatsósa, framleiðsla","10840"
"Tómstundafélög og -klúbbar","94999"
"Tómstundavörur, heildsala","46490"
"Tómstundavörur, smásala","47650"
"Tónbönd, fjölföldun","18200"
"Tónkvísl, framleiðsla","32200"
"Tónleikahald","90010"
"Tónleikahús, rekstur","90040"
"Tónlistarfélög","94999"
"Tónlistarmenn","90010"
"Tónlistarmyndbönd, framleiðsla","59110"
"Tónlistarskólar, þó ekki á háskólastigi","85520"
"Trefjadúkur, framleiðsla","13950"
"Trefjajurtir, ræktun","01160"
"Trefjaplötur (MDF), framleiðsla","16210"
"Trefjaplötur, heildsala","46730"
"Trefjasement, framleiðsla","23650"
"Trefjasementvörur, framleiðsla","23650"
"Tré á rót, ræktun","02109"
"Trébretti, framleiðsla","16240"
"Trébretti, viðgerð/uppsetning","33190"
"Trésmíðar innanhúss","43320"
"Trévörur til heimilsnota, heildsala","46490"
"Trévörur, framleiðsla","16290"
"Trévörur, smásala","47599"
"Trillur, útgerð","03111"
"Trjákol, framleiðsla","20140"
"Trjákol, heildsala","46710"
"Trjámjöl, framleiðsla","16100"
"Trollgarn, framleiðsla","13940"
"Trúarbragðakennsla","85590"
"Trúarlegir munir, smásala","47789"
"Trúfélög, starfsemi","94910"
"Tryggingafræðileg þjónusta","66290"
"Tryggingamiðlarar","66220"
"Tryggingasalar","66220"
"Tröfflur, söfnun","02300"
"Tungumálaskólar","85590"
"Tunnur úr málmi, framleiðsla","25910"
"Tunnur úr viði, framleiðsla","16240"
"Túlkun og þýðingar","74300"
"Túnþökusala","47761"
"Túrbínur, framleiðsla","28110"
"Tússframleiðsla","20590"
"Tússtöflur, framleiðsla","28230"
"Tvinnakefli úr viði, framleiðsla","16290"
"Tvíbökur, framleiðsla","10720"
"Tyggigúmmí, framleiðsla","10820"
"Tyggigúmmí, heildsala","46360"
"Tyggigúmmí, nikótín, framleiðsla","12000"
"Tæknileg prófun/greining","71200"
"Tækniskólar á framhaldsskólastigi","85320"
"Tæknisöfn","91020"
"Tækniteiknun","71121"
"Tölur, framleiðsla","32990"
"Tölur, heildsala","46410"
"Tölur, smásala","47510"
"Tölvubúnaður, framleiðsla","26200"
"Tölvubúnaður, heildsala","46510"
"Tölvubúnaður, leiga","77330"
"Tölvubúnaður, smásala","47410"
"Tölvubúnaður, viðgerð og viðhald","95110"
"Tölvuefni, fjölföldun","18200"
"Tölvuforritun","62010"
"Tölvukaplar, framleiðsla","26110"
"Tölvukerfi, rekstur","62030"
"Tölvuleikir, smásala","47410"
"Tölvuleikir, útgáfa","58210"
"Tölvuleikir, þróun","62010"
"Tölvunámskeið","85590"
"Tölvupappír, framleiðsla","17230"
"Tölvuprentarar, framleiðsla","26200"
"Tölvur, framleiðsla","26200"
"Tölvur, heildsala","46510"
"Tölvur, leiga","77330"
"Tölvur, smásala","47410"
"Tölvur, umboðsverslun","46140"
"Tölvur, uppsetning","62090"
"Tölvusneiðmyndatæki, framleiðsla","26600"
"Tölvuspil, smásala","47410"
"Tölvuvélbúnaður, ráðgjöf","62020"
"Töskur, framleiðsla","15120"
"Töskur, heildsala","46490"
"Töskur, smásala","47722"
"Töskuviðgerðir","95230"
"Udirbúningur byggingasvæða","43120"
"Ull (óunnin), framleiðsla","01450"
"Ull, kembing","13100"
"Ull, óunnin, heildsala","46240"
"Ull, spuni","13100"
"Ullarefni, vefnaður","13200"
"Ullarteppi, framleiðsla","13920"
"Ullarþvottur","13100"
"Umboðsmenn","74900"
"Umbrot","18130"
"Umbúðaefni, heildsala","46760"
"Umbúðaplast, framleiðsla","22229"
"Umbúðir úr bylgjupappír og -pappa, framleiðsla","17210"
"Umbúðir úr klæddum pappa, framleiðsla","17210"
"Umbúðir úr léttmálmum, framleiðsla","25920"
"Umbúðir úr pappa, framleiðsla","17210"
"Umbúðir úr pappa, heildsala","46760"
"Umbúðir úr plasti, framleiðsla","22229"
"Umbúðir úr viði, framleiðsla","16240"
"Umferðamiðstöðvar / vöruafgreiðslur","52210"
"Umferðarljós, uppsetning","43210"
"Umferðarstjórnunarbúnaður, rafrænn, framleiðsla","27900"
"Umhverfismælingar","71200"
"Umhverfisráðgjöf","74900"
"Umhverfissamtök","94999"
"Umhverfisvísar, mælingar/prófanir","71200"
"Ummönnun fatlaðra, heimahjálp","88100"
"Umslög, framleiðsla","17230"
"Umslög, prentun og pökkun","18140"
"Undanrenna, framleiðsla","10510"
"Undirbúningur fyrir prentun","18130"
"Undirfatnaður, framleiðsla","14140"
"Undirfatnaður, heildsala","46420"
"Undirfatnaður, smásala","47711"
"Undirvagnar ökutækja, framleiðsla","29100"
"Ungbarnaeftirlit","86210"
"Unglingadeildir","88990"
"Unglingaheimili","87900"
"Unglingaráðgjöf","88990"
"Unglingasambýli","87900"
"Unglingavinna","88990"
"Uppblásanlegir bátar eða flekar, framleiðsla","30120"
"Uppboð á fiski","46172"
"Uppboðshús","47790"
"Upplýsingamiðstöðvar","79900"
"Upplýsingarleitarþjónusta","63990"
"Upplýsingaþjónusta gegnum síma","63990"
"Uppsetning innréttinga","43320"
"Uppsetning málmbygginga, eigin framleiðsla","25110"
"Uppskeruvélar, framleiðsla","28300"
"Uppskeruvélar, heildsala","46610"
"Uppskipunarfyrirtæki","52240"
"Uppstoppun dýra","32990"
"Uppþvottaburstar, framleiðsla","32910"
"Uppþvottaefni, framleiðsla","20410"
"Uppþvottalögur, heildsala","46442"
"Uppþvottavélar fyrir heimili, framleiðsla","27510"
"Uppþvottavélar, heildsala","46430"
"Uppþvottavélar, smásala","47540"
"Utanborðsmótorar, framleiðsla","28110"
"Utanborðsmótorar, viðgerðir","33120"
"Úðakerfi, uppsetning og viðgerð","43220"
"Úlfaldarækt","01440"
"Úr, framleiðsla","26520"
"Úr, heildsala","46480"
"Úr, smásala","47770"
"Úra- og klukkuverslanir","47770"
"Úran, auðgun","20130"
"Úran, bræðsla og hreinsun","24460"
"Úrannám","07210"
"Úraviðgerðir","95250"
"Úrgangsefni, heildsala","46770"
"Úrgangsolía, framleiðsla","19200"
"Úrgangur, ekki hættulegur, söfnun","38110"
"Úrgangur, heildsala","46770"
"Úrgangur, hættulegur, söfnun","38120"
"Úrgler, framleiðsla","23190"
"Úrólar, ekki úr málmi, framleiðsla","15120"
"Úrólar, heildsala","46480"
"Úrólar, úr góðmálmi, framleiðsla","32120"
"Úrólar, úr málmi, framleiðsla","32130"
"Úrsmíði","26520"
"Útblásturslokar í brunahreyfla, framleiðsla","28110"
"Útblástursrör, framleiðsla","29320"
"Útburður dagblaða","53200"
"Útfararþjónusta","96030"
"Útflutningur á fiski","46381"
"Útgáfa geisladiska","59200"
"Útgáfa hljóðritaðs efnis","59200"
"Útgáfa hljómplatna","59200"
"Útgáfa póstkorta","58190"
"Útgáfa tímarita","58140"
"Útgáfa veggspjalda","58190"
"Útgerð fiskiskipa","03112"
"Útgerð frystiskipa","03112"
"Útgerð frystitogara","03112"
"Útgerð humarveiðibáta","03112"
"Útgerð hvalveiðiskipa","03113"
"Útgerð loðnuskipa","03112"
"Útgerð rækjubáta","03112"
"Útgerð rækjufrystiskipa","03112"
"Útgerð síldarbáta","03112"
"Útgerð smábáta","03111"
"Útgerð togbáta","03112"
"Útgerð vinnsluskipa","03112"
"Úthringiþjónusta","82200"
"Útideildir fyrir unglinga","88990"
"Útilegubúnaður, heildsala","46490"
"Útilegubúnaður, smásala","47640"
"Útiljós, framleiðsla","27400"
"Útivistarfélög","94999"
"Útleiga á bílum án stjórnanda","77110"
"Útleiga á bílum með ökumanni","49320"
"Útleiga á krönum","43990"
"Útleiga á landbúnaðarvélum með stjórnanda","01610"
"Útleiga á pósthólfum","82190"
"Útleiga á skemmtibátum með áhöfn","50100"
"Útleiga á skipum, með áhöfn","50100"
"Útleiga á sumarhúsum","55200"
"Útleiga á vinnupöllum með uppsetningu","43990"
"Útleiga á vörubílum með stjórnanda","49412"
"Útleiga þvottahúsa á líni","96010"
"Útleiga þvottahúsa á vinnufatnaði","96010"
"Útlendingaeftirlit","84240"
"Útsaumur, framleiðsla","13990"
"Útsaumur, heildsala","46410"
"Útsaumur, smásala","47510"
"Útskipunarfyrirtæki","52240"
"Útstillingargínur, framleiðsla","32990"
"Útstöðvar fyrir tölvur, framleiðsla","26200"
"Útvarps- og sjónvarpstækjaverslanir","47430"
"Útvarpsefni, framleiðsla","59200"
"Útvarpsefni, útsending","60100"
"Útvarpssendar, framleiðsla","26300"
"Útvarpsstöðvar","60100"
"Útvarpstæki, smásala","47430"
"Útvörp fyrir bíla, heildsala","45310"
"Útvörp fyrir bíla, smásala","45320"
"Útvörp, framleiðsla","26400"
"Útvörp, heildsala","46430"
"Útvörp, smásala","47430"
"Útvörp, viðgerðir","95210"
"Vagnar, handdregnir, framleiðsla","30990"
"Varahlutir fyrir bíla, heildsala","45310"
"Varahlutir fyrir bíla, smásala","45320"
"Varahlutir í vélhjól, heildsala og smásala","45400"
"Varðveisla náttúruverndarsvæða","91040"
"Varmaskiptir, framleiðsla","28210"
"Vasaklútar, pappír, framleiðsla","17220"
"Vasaklútar, pappír, heildsala","46490"
"Vasaklútar, textíll, framleiðsla","14190"
"Vasaljós, framleiðsla","27400"
"Vasaljós, heildsala","46430"
"Vasar úr steypu gifsi o.þ.h., framleiðsla","23690"
"Vasareiknir, framleiðsla","28230"
"Vasareiknir, heildsala","46660"
"Vaselín, framleiðsla","19200"
"Vaselín, heildsala","46710"
"Vaskar, framleiðsla","23420"
"Vaskar, heildsala","46730"
"Vatnamælingar","71122"
"Vatnsefni, framleiðsla","20110"
"Vatnshitarar, heildsala","46740"
"Vatnskassar, ökutæki, framleiðsla","29320"
"Vatnsmelónur, ræktun","01131"
"Vatnsslöngur, framleiðsla","13960"
"Vatnsveitur","36000"
"Vatnsveitur, smíði tengdra mannvirki","42210"
"Vatnsþétting bygginga og mannvirkja","43990"
"Vatt úr textíl, framleiðsla","17220"
"Vatteruð teppi, framleiðsla","13920"
"Vax, tilbúið, framleiðsla","20410"
"Vátryggingar","65120"
"Vátryggingar, önnur þjónusta","66290"
"Veðmangarar","92000"
"Veðmálastarfsemi","92000"
"Veðurspár","74900"
"Vefgáttir","63120"
"Vefhýsing","63110"
"Vefjariðnaður, hráefni, umboðsverslun","46110"
"Vefnaðarvélar, framleiðsla","28940"
"Vefnaðarvörur, framleiðsla","13920"
"Vefnaðarvörur, heildsala","46410"
"Vefnaðarvörur, smásala","47599"
"Vefnaðarvörur, umboðsverslun","46160"
"Vefnaðarvöruverslun","47510"
"Vefnaður","13200"
"Vefnaður, textíl, framleiðsla","13200"
"Vegaaðstoð","52210"
"Vegagerð","42110"
"Vegalaus börn, heimili","87900"
"Vegamerkingar, málun","42110"
"Vegaskilti, málmur, framleiðsla","25990"
"Veggdúkur, lagning","43330"
"Veggfóðrun","43330"
"Veggfóður, framleiðsla","17240"
"Veggfóður, heildsala","46730"
"Veggfóðursverslanir","47530"
"Veggklæðing úr steinefnum, lagning","43330"
"Veggklæðing úr viði, lagning","43330"
"Veggklæðning, heildsala","46730"
"Veggskilti úr plasti, framleiðsla","22230"
"Veggspjöld, heildsala","46490"
"Veggspjöld, smásala","47620"
"Veggspjöld, útgáfa","58190"
"Vegheflar, framleiðsla","28920"
"Vegrið og umferðarmerki, uppsetning","42110"
"Veiðarfæri, framleiðsla","13940"
"Veiðarfæri, heildsala","46691"
"Veiðarfæri, viðgerð","33190"
"Veiðibúnaður fyrir dýraveiðar, framleiðsla","32300"
"Veiðibúnaður fyrir stangaveiði, framleiðsla","32300"
"Veiðibúnaður, heildsala","46691"
"Veiðifélög","68203"
"Veiðileyfi, sala","93190"
"Veiðistangir, framleiðsla","32300"
"Veiðivörur, framleiðsla","32300"
"Veiðivörur, heildsala","46490"
"Veiðivörur, smásala","47640"
"Veifur, framleiðsla","13920"
"Veisluþjónusta","56210"
"Veitingarekstur um borð í ferjum","56100"
"Veitingastaðir","56100"
"Veitingaþjónusta","56290"
"Ventlar til iðnaðar, framleiðsla","28140"
"Ventlar, viðgerð og viðhald","33120"
"Verðbréfamarkaðir","66110"
"Verðbréfamiðlun","66120"
"Verðbréfasjóðir","64300"
"Verðlaunapeningar, framleiðsla","32120"
"Verðmat á öðru en fasteignum","74900"
"Verðmætaflutningar","80100"
"Verkalýðsfélög","94200"
"Verkfræðingar","71121"
"Verkfræðiráðgjöf","71121"
"Verkfæri, heildsala","46740"
"Verkfæri, smásala","47521"
"Verkfæri, umboðsverslun","46150"
"Verkmenntaskólar","85320"
"Verksmiðjuskip, smíði","30110"
"Vermút, framleiðsla","11040"
"Verndaðir vinnustaðir","88100"
"Verslunarhúsgögn, framleiðsla","31010"
"Verslunarskólar","85310"
"Vesti, prjónuð, framleiðsla","14390"
"Vetni, framleiðsla","20110"
"Vettlingar, framleiðsla","13990"
"Vélar fyrir alifuglvinnslu, framleiðsla","28300"
"Vélar fyrir bakarí, framleiðsla","28930"
"Vélar fyrir bjórbruggun, framleiðsla","28930"
"Vélar fyrir byggingarstarfsemi, heildsala","46640"
"Vélar fyrir drykkjavörur, framleiðsla","28930"
"Vélar fyrir eggjavinnslu, framleiðsla","28300"
"Vélar fyrir fataframleiðslu, framleiðsla","28940"
"Vélar fyrir forvinnslu á textíltrefjum, framleiðsla","28940"
"Vélar fyrir forvinnslu grænmetis, framleiðsla","28300"
"Vélar fyrir forvinnslu gúmmís, framleiðsla","28960"
"Vélar fyrir fóðurframleiðslu, framleiðsla","28300"
"Vélar fyrir garðyrkju, framleiðsla","28300"
"Vélar fyrir glervinnslu, framleiðsla","28990"
"Vélar fyrir gosdrykkjaiðnað, framleiðsla","28930"
"Vélar fyrir grafítrafskaut, framleiðsla","28990"
"Vélar fyrir kjötvinnslu, framleiðsla","28930"
"Vélar fyrir korkvinnslu, framleiðsla","28990"
"Vélar fyrir landbúnað, framleiðsla","28300"
"Vélar fyrir leðuriðnað, framleiðsla","28940"
"Vélar fyrir matvæla- og drykkjarvöruiðnað, viðgerð","33120"
"Vélar fyrir matvæla, drykkjar- og tóbaksvörur, framleiðsla","28930"
"Vélar fyrir málmiðnað, framleiðsla","28910"
"Vélar fyrir málmvinnslu, framleiðsla","28410"
"Vélar fyrir málmvölsun, framleiðsla","28910"
"Vélar fyrir meðhöndlun textíls, framleiðsla","28940"
"Vélar fyrir mjólkurvinnslu, framleiðsla","28930"
"Vélar fyrir múrsteinaframleiðslu, framleiðsla","28990"
"Vélar fyrir pappírsiðnað, framleiðsla","28950"
"Vélar fyrir plastvinnslu, framleiðsla","28960"
"Vélar fyrir röraframleiðslu, framleiðsla","28990"
"Vélar fyrir sement, framleiðsla","28920"
"Vélar fyrir skógrækt, framleiðsla","28300"
"Vélar fyrir skógrækt, viðgerð","33120"
"Vélar fyrir skrifstofur, framleiðsla","28230"
"Vélar fyrir steinefnavinnslu, framleiðsla","28920"
"Vélar fyrir steypuframleiðslu, framleiðsla","28920"
"Vélar fyrir súkkulaði, framleiðsla","28930"
"Vélar fyrir vinnslu á húðum, framleiðsla","28940"
"Vélar fyrir vinnslu á loðskinnum, framleiðsla","28940"
"Vélar fyrir vinnslu á skinnum, framleiðsla","28940"
"Vélar fyrir þaksteinaframleiðslu, framleiðsla","28990"
"Vélar og búnaður, til atvinnunota, uppsetning","33200"
"Vélar til flokkunar ávaxta, framleiðsla","28300"
"Vélar til mannvirkjagerðar, framleiðsla","28920"
"Vélar til mannvirkjagerðar, heildsala","46630"
"Vélar til textíliðnaðar, heildsala","46640"
"Vélar, uppsetning","33200"
"Vélar, viðgerð","33120"
"Vélhjól, framleiðsla","30910"
"Vélhjól, heildsala og smásala","45400"
"Vélhjól, viðgerð","45400"
"Vélknúin ökutæki, framleiðsla","29100"
"Vélritunarpappír, framleiðsla","17230"
"Vélsleðar, framleiðsla","29100"
"Vélsleðar, heildsala og smásala","45400"
"Vélsmiðjur","25620"
"Vélsög, framleiðsla","28240"
"Vélsög, heildsala","46740"
"Videoleigur","77220"
"Viðargólf, lagning","43320"
"Viðarkol, framleiðsla","20140"
"Viðarplötur, framleiðsla","16210"
"Viðarspónn, framleiðsla","16210"
"Viðarull, framleiðsla","16100"
"Viðarvörur, ýmsar, framleiðsla","16290"
"Viðgerðarefni úr gúmmíi, framleiðsla","22190"
"Viðgerðir á boðlögnum","43210"
"Viðgerðir á gull- og silfurmunum","32120"
"Viðgerðir á pípulögnum","43220"
"Viðgerðir á raflögnum","43210"
"Viðgerðir á skartgripum","32120"
"Viðgerðir á tölvum og tölvubúnaði","95110"
"Viðgerðir á úrum og klukkum","95250"
"Viðgerðir á vélbúnaði","33120"
"Viðgerðir á vélhjólum og skellinöðrum","45400"
"Viðhald á frystivélum","33120"
"Viðhald skipshreyfla","33120"
"Viðlegubúnaður, heildsala","46490"
"Viðlegubúnaður, smásala","47640"
"Viðnám fyrir rafmagn, framleiðsla","26110"
"Viðskiptaráðgjöf og önnur rekstrarráðgjöf","70220"
"Viður, heflun","16100"
"Viður, heildsala","46730"
"Viður, lökkun","16100"
"Viður, smásala","47521"
"Viður, sögun","16100"
"Viður, þurkun","16100"
"Viðvörunarkerfi, framleiðsla","26300"
"Viðvörunarkerfi, heildsala","46699"
"Viðvörunarkerfi, uppsetning","43210"
"Vikublöð, prentun","18120"
"Vikublöð, útgáfa","58140"
"Vikur, heildsala","46730"
"Vikurvörur, framleiðsla","23990"
"Villibráð, heildsala","46320"
"Vindlar, framleiðsla","12000"
"Vindlar, heildsala","46350"
"Vindlar, smásala","47260"
"Vindlar, umboðsverslun","46179"
"Vinnsla á blóði","21100"
"Vinnsla á ferskum fiskafurðum","10209"
"Vinnsla á kartöflum","10310"
"Vinnsla á þara og þangi","10209"
"Vinnsluskip, útgerð","03112"
"Vinnufatnaður, framleiðsla","14120"
"Vinnufatnaður, heildsala","46420"
"Vinnufatnaður, smásala","47711"
"Vinnumiðlun","78100"
"Vinnupallaleiga","77320"
"Vinnupallar án uppsetningar, leiga","77320"
"Vinnuskúrar, málmur, framleiðsla","25110"
"Vinnuskúrar, viður, framleiðsla","16230"
"Vinnusloppar, framleiðsla","14120"
"Vinnusloppar, heildsala","46420"
"Vinnuvélar án stjórnanda, leiga","77320"
"Vinnuvélar með stjórnanda, leiga","43990"
"Vinnuvélar og tæki til byggingaframkvæmda án stjórnanda, leiga","77320"
"Vinnuvélar og tæki til byggingaframkvæmda án stjórnanda, rekstrarleiga","77320"
"Vinnuvélar, heildsala","46630"
"Virk efni í sýklalyf, framleiðsla","21100"
"Viskustykki, framleiðsla","13920"
"Viskustykki, heildsala","46410"
"Viskustykki, smásala","47510"
"Viský, framleiðsla","11010"
"Vistheimili barna","87900"
"Vistun á einkaheimilum","87900"
"Vistun og umhirða húsdýra","01620"
"Vitavarsla","52220"
"Vímuefnamisnotkun, meðferð án dvalar á stofnun","88990"
"Vímuefnamisnotkun, meðferðarheimili","87200"
"Vímuefnaráðgjöf","88990"
"Vín, framleiðsla","11020"
"Vín, heildsala","46340"
"Vín, smásala","47250"
"Vínber, ræktun","01210"
"Vínedik, framleiðsla","10840"
"Víngerð","11030"
"Vínýlasetat, framleiðsla","20160"
"Vír úr áli, framleiðsla","24420"
"Vír úr stáli, framleiðsla","24340"
"Vír, kalddráttur, framleiðsla","24340"
"Vír, vörur úr, framleiðsla","25930"
"Vírar, einangraðir, framleiðsla","27320"
"Vírdráttur","24340"
"Vítamín, framleiðsla","21200"
"Vodka, framleiðsla","11010"
"Vogir, framleiðsla","28290"
"Vopn, framleiðsla","25400"
"Vopn, smásala","47789"
"Vorrúllur, framleiðsla","10890"
"Vottun","71200"
"Værðarvoðir, framleiðsla","13920"
"Vöktunarþjónusta, einkarekin ","80100"
"Vökvaaflsbúnaður, framleiðsla","28120"
"Vökvahverflar, framleiðsla","28110"
"Völsunarvélar, framleiðsla","28910"
"Vöruafgreiðsla","52240"
"Vöruafgreiðsla fyrir flutninga með skipum","52220"
"Vörubílapallar, framleiðsla","29200"
"Vörubílar með stjórnanda, útleiga","49412"
"Vörubílar, akstur","49412"
"Vörubílar, framleiðsla","29100"
"Vörubílar, heild- og smásala","45199"
"Vörubretti úr viði, framleiðsla","16240"
"Vöruflutningabifreiðar, framleiðsla","29100"
"Vöruflutningabifreiðar, heild- og smásala","45199"
"Vöruflutningabílar án bílstjóra, leiga","77120"
"Vöruflutningabílar, rekstur","49419"
"Vöruflutningamiðstöðvar","52210"
"Vöruflutningar á sjó","50200"
"Vöruflutningar á skipgengum vantaleiðum","50400"
"Vöruflutningar með flugi","51210"
"Vöruflutningar, járnbrautalestir","49200"
"Vöruflutningavagnar, lestir, framleiðsla","30200"
"Vörugeymslur","52100"
"Vöruhönnun","74100"
"Vörurskrár, útgáfa","58190"
"Vörusýningar","82300"
"Yddarar, framleiðsla","28230"
"Yfirborðsmeðhöndlun á málmi","25610"
"Yfirborðsmeðhöndlun á viði","16100"
"Yfirbyggingar bifreiða, viðgerðir","45202"
"Yfirbyggingar ökutækja, framleiðsla","29200"
"Yfirhafnir, framleiðsla","14130"
"Yfirhafnir, heildsala","46420"
"Yfirhafnir, smásala","47711"
"Þakflísar, framleiðsla","23320"
"Þakklæðning","43910"
"Þakpappi, framleiðsla","23990"
"Þakpappi, lagning","43910"
"Þaksperrur, tré, framleiðsla","16230"
"Þaksteinar úr trefjasementi, framleiðsla","23650"
"Þakviðgerðir","43910"
"Þeytivindur, framleiðsla","28290"
"Þéttar úr gúmmí, framleiðsla","22190"
"Þéttar, fyrir rafeindabúnað, framleiðsla","26110"
"Þétti úr gúmmi, framleiðsla","22190"
"Þéttiefni, framleiðsla","20300"
"Þéttilistar, heildsala","46730"
"Þiljur úr gifsi, framleiðsla","23620"
"Þjálfarar, faglærðir","85510"
"Þjálfunarstöðvar fyrir fatlaða eða sjúka","88100"
"Þjóðgarðar","91040"
"Þjóðskjalasafn","91010"
"Þjófavarnarkerfi fyrir bíla, framleiðsla","29310"
"Þjófavarnarkerfi fyrir bíla, heildsala","45310"
"Þjófavarnarkerfi fyrir bíla, smásala","45320"
"Þjófavörn, heildsala","46699"
